Smic11391 SmicGene11391	ko00903 Limonene and pinene degradation;ko00626 Naphthalene and anthracene degradation;ko00945 Stilbenoid, diarylheptanoid and gingerol biosynthesis;ko00361 gamma-Hexachlorocyclohexane degradation
Smic15331 SmicGene15331	ko00230 Purine metabolism;ko05340 Primary immunodeficiency
Smic16976 SmicGene16976	ko05014 Amyotrophic lateral sclerosis (ALS)
Smic9773 SmicGene9773	ko00630 Glyoxylate and dicarboxylate metabolism
Smic39954 SmicGene39954	ko00740 Riboflavin metabolism
Smic30251 SmicGene30251	ko00240 Pyrimidine metabolism
Smic25383 SmicGene25383	ko03010 Ribosome
Smic43383 SmicGene43383	ko03410 Base excision repair;ko00230 Purine metabolism;ko03030 DNA replication;ko00240 Pyrimidine metabolism;ko03420 Nucleotide excision repair
Smic25981 SmicGene25981	ko04622 RIG-I-like receptor signaling pathway
Smic26182 SmicGene26182	ko00500 Starch and sucrose metabolism;ko00460 Cyanoamino acid metabolism;ko00940 Phenylpropanoid biosynthesis
Smic38846 SmicGene38846	ko00260 Glycine, serine and threonine metabolism;ko00290 Valine, leucine and isoleucine biosynthesis
Smic30754 SmicGene30754	ko05020 Prion diseases
Smic27197 SmicGene27197	ko00790 Folate biosynthesis
Smic18503 SmicGene18503	ko03320 PPAR signaling pathway
Smic32602 SmicGene32602	ko00830 Retinol metabolism;ko00500 Starch and sucrose metabolism;ko00983 Drug metabolism - other enzymes;ko00053 Ascorbate and aldarate metabolism;ko00040 Pentose and glucuronate interconversions;ko00860 Porphyrin and chlorophyll metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00982 Drug metabolism - cytochrome P450;ko00140 Steroid hormone biosynthesis
Smic29612 SmicGene29612	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
Smic14600 SmicGene14600	ko00564 Glycerophospholipid metabolism
Smic9345 SmicGene9345	ko03040 Spliceosome
Smic27807 SmicGene27807	ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
Smic17265 SmicGene17265	ko04010 MAPK signaling pathway
Smic32591 SmicGene32591	ko00564 Glycerophospholipid metabolism;ko00903 Limonene and pinene degradation;ko00642 Ethylbenzene degradation;ko00632 Benzoate degradation via CoA ligation;ko00624 1- and 2-Methylnaphthalene degradation;ko00350 Tyrosine metabolism;ko00360 Phenylalanine metabolism
Smic41638 SmicGene41638	ko00510 N-Glycan biosynthesis
Smic17032 SmicGene17032	ko01070 Biosynthesis of plant hormones;ko00900 Terpenoid backbone biosynthesis;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic7257 SmicGene7257	ko00230 Purine metabolism
Smic38119 SmicGene38119	ko03040 Spliceosome
Smic33595 SmicGene33595	ko00310 Lysine degradation;ko00631 1,2-Dichloroethane degradation;ko00561 Glycerolipid metabolism;ko00053 Ascorbate and aldarate metabolism;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00641 3-Chloroacrylic acid degradation;ko00010 Glycolysis / Gluconeogenesis;ko00330 Arginine and proline metabolism;ko00410 beta-Alanine metabolism;ko00340 Histidine metabolism;ko00620 Pyruvate metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Smic7262 SmicGene7262	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko05010 Alzheimer's disease;ko01061 Biosynthesis of phenylpropanoids;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko05012 Parkinson's disease;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic34102 SmicGene34102	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01061 Biosynthesis of phenylpropanoids;ko01070 Biosynthesis of plant hormones;ko00400 Phenylalanine, tyrosine and tryptophan biosynthesis
Smic44664 SmicGene44664	ko00330 Arginine and proline metabolism
Smic17719 SmicGene17719	ko00564 Glycerophospholipid metabolism;ko04070 Phosphatidylinositol signaling system
Smic19423 SmicGene19423	ko03050 Proteasome
Smic42139 SmicGene42139	ko00030 Pentose phosphate pathway
Smic13239 SmicGene13239	ko05016 Huntington's disease
Smic39770 SmicGene39770	ko04130 SNARE interactions in vesicular transport
Smic41578 SmicGene41578	ko00051 Fructose and mannose metabolism;ko00030 Pentose phosphate pathway;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko00052 Galactose metabolism;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic24256 SmicGene24256	ko04146 Peroxisome
Smic39475 SmicGene39475	ko00620 Pyruvate metabolism
Smic30070 SmicGene30070	ko00061 Fatty acid biosynthesis
Smic25438 SmicGene25438	ko00030 Pentose phosphate pathway;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01061 Biosynthesis of phenylpropanoids;ko01070 Biosynthesis of plant hormones;ko01051 Biosynthesis of ansamycins
Smic28812 SmicGene28812	ko00190 Oxidative phosphorylation
Smic10100 SmicGene10100	ko03040 Spliceosome
Smic24000 SmicGene24000	ko00051 Fructose and mannose metabolism
Smic15509 SmicGene15509	ko04910 Insulin signaling pathway;ko04210 Apoptosis
Smic34159 SmicGene34159	ko02010 ABC transporters
Smic17268 SmicGene17268	ko00364 Fluorobenzoate degradation;ko00361 gamma-Hexachlorocyclohexane degradation;ko00627 1,4-Dichlorobenzene degradation
Smic19753 SmicGene19753	ko00450 Selenoamino acid metabolism;ko00230 Purine metabolism;ko00920 Sulfur metabolism
Smic21782 SmicGene21782	ko03040 Spliceosome
Smic6349 SmicGene6349	ko00770 Pantothenate and CoA biosynthesis
Smic10738 SmicGene10738	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
Smic27236 SmicGene27236	ko00623 2,4-Dichlorobenzoate degradation;ko00960 Tropane, piperidine and pyridine alkaloid biosynthesis
Smic46077 SmicGene46077	ko00904 Diterpenoid biosynthesis
Smic15058 SmicGene15058	ko00522 Biosynthesis of 12-, 14- and 16-membered macrolides
Smic298 SmicGene298	ko04712 Circadian rhythm - plant;ko04530 Tight junction;ko04520 Adherens junction;ko04310 Wnt signaling pathway
Smic22292 SmicGene22292	ko00620 Pyruvate metabolism
Smic17813 SmicGene17813	ko00511 Other glycan degradation;ko00052 Galactose metabolism;ko00600 Sphingolipid metabolism
Smic1717 SmicGene1717	ko04080 Neuroactive ligand-receptor interaction
Smic4898 SmicGene4898	ko02010 ABC transporters
Smic32042 SmicGene32042	ko00380 Tryptophan metabolism;ko00680 Methane metabolism
Smic9088 SmicGene9088	ko04142 Lysosome
Smic17704 SmicGene17704	ko01040 Biosynthesis of unsaturated fatty acids;ko02020 Two-component system
Smic30712 SmicGene30712	ko03018 RNA degradation
Smic39868 SmicGene39868	ko00564 Glycerophospholipid metabolism;ko00903 Limonene and pinene degradation;ko00642 Ethylbenzene degradation;ko00632 Benzoate degradation via CoA ligation;ko00624 1- and 2-Methylnaphthalene degradation;ko00350 Tyrosine metabolism;ko00360 Phenylalanine metabolism
Smic13350 SmicGene13350	ko00380 Tryptophan metabolism
Smic33540 SmicGene33540	ko00830 Retinol metabolism
Smic7625 SmicGene7625	ko00230 Purine metabolism
Smic43041 SmicGene43041	ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00770 Pantothenate and CoA biosynthesis;ko00660 C5-Branched dibasic acid metabolism;ko00290 Valine, leucine and isoleucine biosynthesis;ko00650 Butanoate metabolism
Smic19993 SmicGene19993	ko00195 Photosynthesis
Smic25838 SmicGene25838	ko00270 Cysteine and methionine metabolism;ko00330 Arginine and proline metabolism;ko00480 Glutathione metabolism;ko00410 beta-Alanine metabolism
Smic24628 SmicGene24628	ko00330 Arginine and proline metabolism
Smic29919 SmicGene29919	ko00860 Porphyrin and chlorophyll metabolism
Smic14077 SmicGene14077	ko00270 Cysteine and methionine metabolism
Smic13612 SmicGene13612	ko00710 Carbon fixation in photosynthetic organisms;ko00620 Pyruvate metabolism
Smic41813 SmicGene41813	ko03010 Ribosome
Smic15678 SmicGene15678	ko04730 Long-term depression;ko04740 Olfactory transduction;ko04540 Gap junction
Smic31668 SmicGene31668	ko05410 Hypertrophic cardiomyopathy (HCM);ko04810 Regulation of actin cytoskeleton;ko05416 Viral myocarditis;ko04670 Leukocyte transendothelial migration;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko04510 Focal adhesion;ko05414 Dilated cardiomyopathy;ko04530 Tight junction;ko05130 Pathogenic Escherichia coli infection;ko04520 Adherens junction;ko05110 Vibrio cholerae infection
Smic7025 SmicGene7025	ko00230 Purine metabolism
Smic39330 SmicGene39330	ko03010 Ribosome
Smic25406 SmicGene25406	ko00310 Lysine degradation;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic4621 SmicGene4621	ko00250 Alanine, aspartate and glutamate metabolism;ko00710 Carbon fixation in photosynthetic organisms;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid
Smic8212 SmicGene8212	ko03420 Nucleotide excision repair
Smic31198 SmicGene31198	ko03010 Ribosome
Smic12876 SmicGene12876	ko03050 Proteasome
Smic36247 SmicGene36247	ko00970 Aminoacyl-tRNA biosynthesis;ko00290 Valine, leucine and isoleucine biosynthesis
Smic8949 SmicGene8949	ko04144 Endocytosis
Smic7736.t1 SmicGene7736	ko00511 Other glycan degradation
Smic6244 SmicGene6244	ko00230 Purine metabolism
Smic12258 SmicGene12258	ko02010 ABC transporters
Smic4518 SmicGene4518	ko00051 Fructose and mannose metabolism;ko00363 Bisphenol A degradation;ko00625 Tetrachloroethene degradation;ko00591 Linoleic acid metabolism;ko00650 Butanoate metabolism
Smic22928 SmicGene22928	ko03320 PPAR signaling pathway;ko05016 Huntington's disease
Smic25528 SmicGene25528	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
Smic14446 SmicGene14446	ko02010 ABC transporters
Smic26429 SmicGene26429	ko04020 Calcium signaling pathway
Smic26902 SmicGene26902	ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00770 Pantothenate and CoA biosynthesis;ko00660 C5-Branched dibasic acid metabolism;ko00290 Valine, leucine and isoleucine biosynthesis;ko00650 Butanoate metabolism
Smic32940 SmicGene32940	ko00190 Oxidative phosphorylation;ko00195 Photosynthesis
Smic33709 SmicGene33709	ko00830 Retinol metabolism;ko00561 Glycerolipid metabolism
Smic21286 SmicGene21286	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM)
Smic1949 SmicGene1949	ko03050 Proteasome
Smic11638 SmicGene11638	ko03450 Non-homologous end-joining
Smic45471 SmicGene45471	ko00523 Polyketide sugar unit biosynthesis;ko00521 Streptomycin biosynthesis
Smic42934 SmicGene42934	ko02010 ABC transporters
Smic5422 SmicGene5422	ko00280 Valine, leucine and isoleucine degradation;ko04146 Peroxisome;ko00362 Benzoate degradation via hydroxylation;ko03320 PPAR signaling pathway;ko00071 Fatty acid metabolism;ko01040 Biosynthesis of unsaturated fatty acids
Smic7654 SmicGene7654	ko00860 Porphyrin and chlorophyll metabolism
Smic40312 SmicGene40312	ko03010 Ribosome
Smic606 SmicGene606	ko00310 Lysine degradation;ko00930 Caprolactam degradation;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00632 Benzoate degradation via CoA ligation;ko00281 Geraniol degradation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Smic12193 SmicGene12193	ko04722 Neurotrophin signaling pathway
Smic9896 SmicGene9896	ko00561 Glycerolipid metabolism;ko04622 RIG-I-like receptor signaling pathway
Smic26959 SmicGene26959	ko04142 Lysosome
Smic23577 SmicGene23577	ko03440 Homologous recombination
Smic14234 SmicGene14234	ko00052 Galactose metabolism;ko00520 Amino sugar and nucleotide sugar metabolism
Smic45705 SmicGene45705	ko04340 Hedgehog signaling pathway;ko05200 Pathways in cancer;ko05217 Basal cell carcinoma
Smic33277 SmicGene33277	ko04621 NOD-like receptor signaling pathway;ko05120 Epithelial cell signaling in Helicobacter pylori infection
Smic22592 SmicGene22592	ko00195 Photosynthesis
Smic20387 SmicGene20387	ko00380 Tryptophan metabolism;ko00330 Arginine and proline metabolism;ko00260 Glycine, serine and threonine metabolism;ko00982 Drug metabolism - cytochrome P450;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism;ko00950 Isoquinoline alkaloid biosynthesis;ko00360 Phenylalanine metabolism
Smic14034 SmicGene14034	ko04260 Cardiac muscle contraction;ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
Smic2340 SmicGene2340	ko04310 Wnt signaling pathway
Smic17095 SmicGene17095	ko03070 Bacterial secretion system;ko03060 Protein export
Smic14829 SmicGene14829	ko00564 Glycerophospholipid metabolism;ko00565 Ether lipid metabolism;ko00440 Phosphonate and phosphinate metabolism
Smic7821 SmicGene7821	ko04120 Ubiquitin mediated proteolysis
Smic25083 SmicGene25083	ko03010 Ribosome
Smic22261 SmicGene22261	ko04070 Phosphatidylinositol signaling system;ko04115 p53 signaling pathway;ko05213 Endometrial cancer;ko00562 Inositol phosphate metabolism;ko05215 Prostate cancer;ko04510 Focal adhesion;ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04530 Tight junction;ko05218 Melanoma;ko05214 Glioma
Smic7835 SmicGene7835	ko00600 Sphingolipid metabolism;ko00140 Steroid hormone biosynthesis
Smic30128 SmicGene30128	ko00830 Retinol metabolism;ko00561 Glycerolipid metabolism
Smic30702 SmicGene30702	ko00330 Arginine and proline metabolism
Smic10400 SmicGene10400	ko00270 Cysteine and methionine metabolism;ko00330 Arginine and proline metabolism;ko00480 Glutathione metabolism;ko00410 beta-Alanine metabolism
Smic23860 SmicGene23860	ko04730 Long-term depression;ko04740 Olfactory transduction;ko04540 Gap junction
Smic15253 SmicGene15253	ko02010 ABC transporters;ko04142 Lysosome
Smic45706 SmicGene45706	ko00590 Arachidonic acid metabolism
Smic34941 SmicGene34941	ko00030 Pentose phosphate pathway;ko00500 Starch and sucrose metabolism;ko00010 Glycolysis / Gluconeogenesis;ko00052 Galactose metabolism;ko00521 Streptomycin biosynthesis;ko00520 Amino sugar and nucleotide sugar metabolism
Smic33456 SmicGene33456	ko04722 Neurotrophin signaling pathway
Smic46825 SmicGene46825	ko01053 Biosynthesis of siderophore group nonribosomal peptides
Smic35047 SmicGene35047	ko04722 Neurotrophin signaling pathway
Smic29568 SmicGene29568	ko04626 Plant-pathogen interaction
Smic7739 SmicGene7739	ko00310 Lysine degradation;ko00631 1,2-Dichloroethane degradation;ko00561 Glycerolipid metabolism;ko00053 Ascorbate and aldarate metabolism;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00641 3-Chloroacrylic acid degradation;ko00010 Glycolysis / Gluconeogenesis;ko00330 Arginine and proline metabolism;ko00410 beta-Alanine metabolism;ko00340 Histidine metabolism;ko00620 Pyruvate metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Smic39388 SmicGene39388	ko04120 Ubiquitin mediated proteolysis
Smic29840 SmicGene29840	ko03040 Spliceosome
Smic30857 SmicGene30857	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
Smic35369 SmicGene35369	ko00230 Purine metabolism;ko04115 p53 signaling pathway;ko00480 Glutathione metabolism;ko00240 Pyrimidine metabolism
Smic240 SmicGene240	ko03430 Mismatch repair;ko03030 DNA replication;ko03440 Homologous recombination;ko03420 Nucleotide excision repair
Smic39018 SmicGene39018	ko03040 Spliceosome
Smic36752 SmicGene36752	ko02010 ABC transporters
Smic28016 SmicGene28016	ko04722 Neurotrophin signaling pathway
Smic19577 SmicGene19577	ko03040 Spliceosome
Smic3682 SmicGene3682	ko00965 Betalain biosynthesis;ko00380 Tryptophan metabolism;ko00901 Indole alkaloid biosynthesis;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism;ko00950 Isoquinoline alkaloid biosynthesis;ko00360 Phenylalanine metabolism
Smic15980 SmicGene15980	ko04626 Plant-pathogen interaction
Smic17336 SmicGene17336	ko00310 Lysine degradation;ko00930 Caprolactam degradation;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00632 Benzoate degradation via CoA ligation;ko00281 Geraniol degradation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Smic5434 SmicGene5434	ko04120 Ubiquitin mediated proteolysis
Smic5991 SmicGene5991	ko04730 Long-term depression;ko04740 Olfactory transduction;ko04540 Gap junction
Smic28067 SmicGene28067	ko00500 Starch and sucrose metabolism
Smic15766 SmicGene15766	ko04612 Antigen processing and presentation;ko03040 Spliceosome;ko04144 Endocytosis;ko04010 MAPK signaling pathway
Smic12478 SmicGene12478	ko00670 One carbon pool by folate
Smic17755 SmicGene17755	ko00730 Thiamine metabolism
Smic29858 SmicGene29858	ko04146 Peroxisome;ko05016 Huntington's disease
Smic28292 SmicGene28292	ko04920 Adipocytokine signaling pathway;ko04150 mTOR signaling pathway;ko05410 Hypertrophic cardiomyopathy (HCM);ko04910 Insulin signaling pathway;ko04140 Regulation of autophagy
Smic46640 SmicGene46640	ko03040 Spliceosome
Smic7221 SmicGene7221	ko00620 Pyruvate metabolism
Smic44006 SmicGene44006	ko04621 NOD-like receptor signaling pathway;ko05120 Epithelial cell signaling in Helicobacter pylori infection
Smic29922 SmicGene29922	ko03410 Base excision repair;ko00230 Purine metabolism;ko03030 DNA replication;ko03440 Homologous recombination;ko00240 Pyrimidine metabolism;ko03420 Nucleotide excision repair
Smic3782 SmicGene3782	ko00052 Galactose metabolism;ko00520 Amino sugar and nucleotide sugar metabolism
Smic16952 SmicGene16952	ko03018 RNA degradation
Smic30850 SmicGene30850	ko00270 Cysteine and methionine metabolism;ko00450 Selenoamino acid metabolism
Smic31860 SmicGene31860	ko04114 Oocyte meiosis;ko04113 Meiosis - yeast;ko04310 Wnt signaling pathway
Smic3795 SmicGene3795	ko04722 Neurotrophin signaling pathway
Smic35731 SmicGene35731	ko00030 Pentose phosphate pathway;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00480 Glutathione metabolism;ko01070 Biosynthesis of plant hormones
Smic31869 SmicGene31869	ko00790 Folate biosynthesis
Smic17310 SmicGene17310	ko04070 Phosphatidylinositol signaling system;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04916 Melanogenesis;ko04020 Calcium signaling pathway;ko04626 Plant-pathogen interaction;ko04270 Vascular smooth muscle contraction;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04720 Long-term potentiation;ko04740 Olfactory transduction;ko05214 Glioma;ko04910 Insulin signaling pathway
Smic24981 SmicGene24981	ko00030 Pentose phosphate pathway;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00480 Glutathione metabolism;ko01070 Biosynthesis of plant hormones
Smic2644 SmicGene2644	ko00330 Arginine and proline metabolism
Smic8195 SmicGene8195	ko04722 Neurotrophin signaling pathway
Smic34912 SmicGene34912	ko04120 Ubiquitin mediated proteolysis
Smic15906 SmicGene15906	ko04146 Peroxisome
Smic20967 SmicGene20967	ko00906 Carotenoid biosynthesis;ko01070 Biosynthesis of plant hormones;ko01062 Biosynthesis of terpenoids and steroids
Smic4026 SmicGene4026	ko04115 p53 signaling pathway;ko05416 Viral myocarditis;ko05014 Amyotrophic lateral sclerosis (ALS);ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko05010 Alzheimer's disease;ko05016 Huntington's disease;ko05210 Colorectal cancer;ko05012 Parkinson's disease;ko04210 Apoptosis
Smic400 SmicGene400	ko02010 ABC transporters
Smic7447 SmicGene7447	ko04621 NOD-like receptor signaling pathway;ko04722 Neurotrophin signaling pathway;ko04622 RIG-I-like receptor signaling pathway;ko04144 Endocytosis;ko05200 Pathways in cancer;ko04620 Toll-like receptor signaling pathway;ko05222 Small cell lung cancer;ko04120 Ubiquitin mediated proteolysis;ko04010 MAPK signaling pathway
Smic5320 SmicGene5320	ko04626 Plant-pathogen interaction
Smic41012 SmicGene41012	ko03060 Protein export
Smic6939 SmicGene6939	ko04310 Wnt signaling pathway
Smic4192 SmicGene4192	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
Smic7136 SmicGene7136	ko00830 Retinol metabolism;ko00500 Starch and sucrose metabolism;ko00983 Drug metabolism - other enzymes;ko00053 Ascorbate and aldarate metabolism;ko00040 Pentose and glucuronate interconversions;ko00860 Porphyrin and chlorophyll metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00982 Drug metabolism - cytochrome P450;ko00140 Steroid hormone biosynthesis
Smic27420 SmicGene27420	ko00380 Tryptophan metabolism
Smic11306 SmicGene11306	ko00030 Pentose phosphate pathway
Smic40754 SmicGene40754	ko02010 ABC transporters
Smic25197 SmicGene25197	ko00591 Linoleic acid metabolism
Smic39200 SmicGene39200	ko03040 Spliceosome
Smic15447 SmicGene15447	ko04920 Adipocytokine signaling pathway;ko04150 mTOR signaling pathway;ko05410 Hypertrophic cardiomyopathy (HCM);ko04910 Insulin signaling pathway;ko04140 Regulation of autophagy
Smic2067 SmicGene2067	ko00270 Cysteine and methionine metabolism
Smic27069 SmicGene27069	ko00523 Polyketide sugar unit biosynthesis;ko00521 Streptomycin biosynthesis;ko01055 Biosynthesis of vancomycin group antibiotics
Smic37800 SmicGene37800	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
Smic22665 SmicGene22665	ko00904 Diterpenoid biosynthesis
Smic18061 SmicGene18061	ko00590 Arachidonic acid metabolism
Smic9590 SmicGene9590	ko00564 Glycerophospholipid metabolism
Smic41584 SmicGene41584	ko04270 Vascular smooth muscle contraction;ko04510 Focal adhesion;ko04114 Oocyte meiosis;ko04810 Regulation of actin cytoskeleton;ko04113 Meiosis - yeast;ko04720 Long-term potentiation;ko04910 Insulin signaling pathway
Smic20539 SmicGene20539	ko00563 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
Smic24401 SmicGene24401	ko04146 Peroxisome
Smic11313 SmicGene11313	ko00860 Porphyrin and chlorophyll metabolism
Smic2607 SmicGene2607	ko03018 RNA degradation
Smic42969 SmicGene42969	ko04113 Meiosis - yeast
Smic20802 SmicGene20802	ko00230 Purine metabolism
Smic14431 SmicGene14431	ko04711 Circadian rhythm - fly;ko04340 Hedgehog signaling pathway;ko04722 Neurotrophin signaling pathway;ko05200 Pathways in cancer;ko05215 Prostate cancer;ko05010 Alzheimer's disease;ko04360 Axon guidance;ko05217 Basal cell carcinoma;ko05210 Colorectal cancer;ko04660 T cell receptor signaling pathway;ko04916 Melanogenesis;ko04062 Chemokine signaling pathway;ko04110 Cell cycle;ko05213 Endometrial cancer;ko04662 B cell receptor signaling pathway;ko04510 Focal adhesion;ko04012 ErbB signaling pathway;ko04310 Wnt signaling pathway;ko04910 Insulin signaling pathway
Smic35964 SmicGene35964	ko00522 Biosynthesis of 12-, 14- and 16-membered macrolides
Smic12646 SmicGene12646	ko00310 Lysine degradation
Smic6093 SmicGene6093	ko04626 Plant-pathogen interaction
Smic1023 SmicGene1023	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko03018 RNA degradation;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic6830 SmicGene6830	ko00500 Starch and sucrose metabolism
Smic40358 SmicGene40358	ko04115 p53 signaling pathway
Smic29291 SmicGene29291	ko00511 Other glycan degradation
Smic18980 SmicGene18980	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko04146 Peroxisome;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko00480 Glutathione metabolism;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic11823 SmicGene11823	ko04612 Antigen processing and presentation
Smic26058 SmicGene26058	ko04622 RIG-I-like receptor signaling pathway
Smic42307 SmicGene42307	ko03040 Spliceosome
Smic22089 SmicGene22089	ko03040 Spliceosome
Smic12022 SmicGene12022	ko03040 Spliceosome
Smic6712 SmicGene6712	ko04110 Cell cycle;ko03420 Nucleotide excision repair
Smic3152 SmicGene3152	ko03320 PPAR signaling pathway;ko00120 Primary bile acid biosynthesis
Smic36892 SmicGene36892	ko00020 Citrate cycle (TCA cycle);ko00632 Benzoate degradation via CoA ligation;ko00190 Oxidative phosphorylation;ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko00650 Butanoate metabolism;ko02020 Two-component system
Smic45694 SmicGene45694	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
Smic44812 SmicGene44812	ko03040 Spliceosome
Smic26830 SmicGene26830	ko03450 Non-homologous end-joining
Smic35017 SmicGene35017	ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko00190 Oxidative phosphorylation;ko04142 Lysosome;ko05110 Vibrio cholerae infection
Smic34274 SmicGene34274	ko04626 Plant-pathogen interaction
Smic47791 SmicGene47791	ko00230 Purine metabolism
Smic15207 SmicGene15207	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic18138 SmicGene18138	ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway
