Spis13019 SpisGene13019	ko00511 Other glycan degradation;ko00052 Galactose metabolism;ko00600 Sphingolipid metabolism
Spis8946 SpisGene8946	ko04080 Neuroactive ligand-receptor interaction
Spis18051 SpisGene18051	ko04512 ECM-receptor interaction;ko04510 Focal adhesion;ko04350 TGF-beta signaling pathway
Spis19376 SpisGene19376	ko03010 Ribosome
Spis16041.t1 SpisGene16041	ko00512 O-Glycan biosynthesis
Spis13150 SpisGene13150	ko00230 Purine metabolism;ko03030 DNA replication;ko00240 Pyrimidine metabolism
Spis15781 SpisGene15781	ko04110 Cell cycle;ko04111 Cell cycle - yeast
Spis3382 SpisGene3382	ko04512 ECM-receptor interaction;ko04510 Focal adhesion;ko04350 TGF-beta signaling pathway
Spis2095 SpisGene2095	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis14270 SpisGene14270	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis16861 SpisGene16861	ko00982 Drug metabolism - cytochrome P450
Spis9549 SpisGene9549	ko05010 Alzheimer's disease;ko04330 Notch signaling pathway
Spis13265 SpisGene13265	ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04622 RIG-I-like receptor signaling pathway;ko04010 MAPK signaling pathway;ko04120 Ubiquitin mediated proteolysis
Spis3271 SpisGene3271	ko04742 Taste transduction
Spis15197 SpisGene15197	ko00534 Heparan sulfate biosynthesis
Spis13850 SpisGene13850	ko03010 Ribosome
Spis20340 SpisGene20340	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis10519 SpisGene10519	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis9445 SpisGene9445	ko03010 Ribosome
Spis15215 SpisGene15215	ko00480 Glutathione metabolism
Spis16640 SpisGene16640	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis25773.Novel SpisGene25773.Novel	ko04080 Neuroactive ligand-receptor interaction;ko04020 Calcium signaling pathway
Spis11446 SpisGene11446	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM)
Spis8358 SpisGene8358	ko04142 Lysosome
Spis9852 SpisGene9852	ko04080 Neuroactive ligand-receptor interaction
Spis15225 SpisGene15225	ko04621 NOD-like receptor signaling pathway;ko05120 Epithelial cell signaling in Helicobacter pylori infection
Spis20809 SpisGene20809	ko00564 Glycerophospholipid metabolism;ko04070 Phosphatidylinositol signaling system;ko00561 Glycerolipid metabolism
Spis10756 SpisGene10756	ko03010 Ribosome
Spis2133 SpisGene2133	ko02010 ABC transporters
Spis24402 SpisGene24402	ko00310 Lysine degradation;ko00930 Caprolactam degradation;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00062 Fatty acid elongation in mitochondria;ko00632 Benzoate degradation via CoA ligation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Spis6868 SpisGene6868	ko04360 Axon guidance
Spis5815 SpisGene5815	ko00310 Lysine degradation;ko00780 Biotin metabolism
Spis269 SpisGene269	ko00270 Cysteine and methionine metabolism
Spis9258 SpisGene9258	ko03410 Base excision repair
Spis11815 SpisGene11815	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis4778 SpisGene4778	ko05010 Alzheimer's disease;ko04360 Axon guidance
Spis20219 SpisGene20219	ko04144 Endocytosis
Spis6306 SpisGene6306	ko00514 O-Mannosyl glycan biosynthesis
Spis577 SpisGene577	ko03010 Ribosome
Spis14630 SpisGene14630	ko03040 Spliceosome
Spis229 SpisGene229	ko00561 Glycerolipid metabolism;ko04622 RIG-I-like receptor signaling pathway
Spis1055 SpisGene1055	ko04142 Lysosome
Spis9720.t1 SpisGene9720	ko04810 Regulation of actin cytoskeleton;ko05130 Pathogenic Escherichia coli infection;ko04666 Fc gamma R-mediated phagocytosis
Spis20292.t1 SpisGene20292	ko00564 Glycerophospholipid metabolism;ko04146 Peroxisome
Spis11405 SpisGene11405	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis25307 SpisGene25307	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis14761 SpisGene14761	ko04510 Focal adhesion;ko04060 Cytokine-cytokine receptor interaction;ko04144 Endocytosis
Spis11551 SpisGene11551	ko04114 Oocyte meiosis;ko04722 Neurotrophin signaling pathway;ko04110 Cell cycle
Spis8985 SpisGene8985	ko00740 Riboflavin metabolism;ko00361 gamma-Hexachlorocyclohexane degradation
Spis2771 SpisGene2771	ko03022 Basal transcription factors
Spis25460 SpisGene25460	ko02010 ABC transporters
Spis1994 SpisGene1994	ko00480 Glutathione metabolism
Spis6962 SpisGene6962	ko04080 Neuroactive ligand-receptor interaction
Spis15070.t2 SpisGene15070	ko04621 NOD-like receptor signaling pathway;ko04920 Adipocytokine signaling pathway;ko04722 Neurotrophin signaling pathway;ko04062 Chemokine signaling pathway;ko04662 B cell receptor signaling pathway;ko04622 RIG-I-like receptor signaling pathway;ko05221 Acute myeloid leukemia;ko05212 Pancreatic cancer;ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko05200 Pathways in cancer;ko05215 Prostate cancer;ko05222 Small cell lung cancer;ko04620 Toll-like receptor signaling pathway;ko04623 Cytosolic DNA-sensing pathway;ko05220 Chronic myeloid leukemia;ko04660 T cell receptor signaling pathway;ko04210 Apoptosis;ko04010 MAPK signaling pathway
Spis14932 SpisGene14932	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
Spis2434 SpisGene2434	ko03040 Spliceosome
Spis7344 SpisGene7344	ko04010 MAPK signaling pathway
Spis3519 SpisGene3519	ko04621 NOD-like receptor signaling pathway
Spis10789 SpisGene10789	ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis
Spis21049 SpisGene21049	ko04621 NOD-like receptor signaling pathway
Spis19469.t1 SpisGene19469	ko00590 Arachidonic acid metabolism
Spis22991 SpisGene22991	ko00562 Inositol phosphate metabolism
Spis18031 SpisGene18031	ko00230 Purine metabolism;ko00500 Starch and sucrose metabolism;ko00770 Pantothenate and CoA biosynthesis;ko00740 Riboflavin metabolism;ko00760 Nicotinate and nicotinamide metabolism
Spis4008 SpisGene4008	ko03040 Spliceosome
Spis418 SpisGene418	ko04080 Neuroactive ligand-receptor interaction
Spis24268 SpisGene24268	ko03040 Spliceosome
Spis7423 SpisGene7423	ko03010 Ribosome
Spis22752 SpisGene22752	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko00630 Glyoxylate and dicarboxylate metabolism;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis1497 SpisGene1497	ko04010 MAPK signaling pathway
Spis24304 SpisGene24304	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis5479 SpisGene5479	ko03010 Ribosome
Spis11169 SpisGene11169	ko04114 Oocyte meiosis;ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
Spis9805 SpisGene9805	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis21174 SpisGene21174	ko04330 Notch signaling pathway
Spis6168 SpisGene6168	ko04144 Endocytosis;ko04120 Ubiquitin mediated proteolysis
Spis11252 SpisGene11252	ko04742 Taste transduction
Spis5127 SpisGene5127	ko00620 Pyruvate metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Spis8164 SpisGene8164	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism
Spis15555 SpisGene15555	ko00830 Retinol metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00983 Drug metabolism - other enzymes;ko00982 Drug metabolism - cytochrome P450;ko00591 Linoleic acid metabolism;ko00361 gamma-Hexachlorocyclohexane degradation;ko00140 Steroid hormone biosynthesis
Spis25189 SpisGene25189	ko00061 Fatty acid biosynthesis;ko00620 Pyruvate metabolism;ko00640 Propanoate metabolism;ko00253 Tetracycline biosynthesis
Spis3301 SpisGene3301	ko05416 Viral myocarditis;ko04530 Tight junction
Spis174 SpisGene174	ko04350 TGF-beta signaling pathway
Spis3590 SpisGene3590	ko00983 Drug metabolism - other enzymes;ko00240 Pyrimidine metabolism;ko05219 Bladder cancer
Spis1951 SpisGene1951	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis17437 SpisGene17437	ko04360 Axon guidance
Spis5435 SpisGene5435	ko00230 Purine metabolism;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00240 Pyrimidine metabolism;ko00760 Nicotinate and nicotinamide metabolism
Spis16446 SpisGene16446	ko00740 Riboflavin metabolism;ko00361 gamma-Hexachlorocyclohexane degradation
Spis7771 SpisGene7771	ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04620 Toll-like receptor signaling pathway;ko04622 RIG-I-like receptor signaling pathway
Spis19313 SpisGene19313	ko04340 Hedgehog signaling pathway;ko05200 Pathways in cancer;ko05217 Basal cell carcinoma;ko04916 Melanogenesis;ko04310 Wnt signaling pathway
Spis17678 SpisGene17678	ko04144 Endocytosis
Spis6930 SpisGene6930	ko04620 Toll-like receptor signaling pathway
Spis21118 SpisGene21118	ko00770 Pantothenate and CoA biosynthesis
Spis21578 SpisGene21578	ko04621 NOD-like receptor signaling pathway
Spis11009 SpisGene11009	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis16806 SpisGene16806	ko00604 Glycosphingolipid biosynthesis - ganglio series;ko00531 Glycosaminoglycan degradation;ko00511 Other glycan degradation;ko00052 Galactose metabolism;ko00600 Sphingolipid metabolism;ko04142 Lysosome
Spis22652.t1 SpisGene22652	ko00510 N-Glycan biosynthesis
Spis19931 SpisGene19931	ko04612 Antigen processing and presentation;ko03040 Spliceosome;ko04144 Endocytosis;ko04010 MAPK signaling pathway
Spis21673 SpisGene21673	ko04621 NOD-like receptor signaling pathway;ko04722 Neurotrophin signaling pathway;ko04622 RIG-I-like receptor signaling pathway;ko04144 Endocytosis;ko05200 Pathways in cancer;ko04620 Toll-like receptor signaling pathway;ko05222 Small cell lung cancer;ko04120 Ubiquitin mediated proteolysis;ko04010 MAPK signaling pathway
Spis21988 SpisGene21988	ko00240 Pyrimidine metabolism
Spis19096 SpisGene19096	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis18189 SpisGene18189	ko04144 Endocytosis
Spis14778 SpisGene14778	ko03040 Spliceosome
Spis7043 SpisGene7043	ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04620 Toll-like receptor signaling pathway;ko04622 RIG-I-like receptor signaling pathway
Spis4799.t2 SpisGene4799	ko04115 p53 signaling pathway;ko04120 Ubiquitin mediated proteolysis
Spis21289 SpisGene21289	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis22129 SpisGene22129	ko04330 Notch signaling pathway
Spis21250 SpisGene21250	ko03410 Base excision repair
Spis11329 SpisGene11329	ko04130 SNARE interactions in vesicular transport
Spis5394 SpisGene5394	ko00480 Glutathione metabolism
Spis1230 SpisGene1230	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis23621 SpisGene23621	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis21493 SpisGene21493	ko03040 Spliceosome
Spis22721 SpisGene22721	ko00920 Sulfur metabolism
Spis10944 SpisGene10944	ko04062 Chemokine signaling pathway;ko04144 Endocytosis;ko04010 MAPK signaling pathway
Spis7459 SpisGene7459	ko04115 p53 signaling pathway
Spis23387 SpisGene23387	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis3235 SpisGene3235	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis21928 SpisGene21928	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis10267.t2 SpisGene10267	ko00670 One carbon pool by folate
Spis22955 SpisGene22955	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis2035 SpisGene2035	ko03010 Ribosome
Spis4659 SpisGene4659	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
Spis11352 SpisGene11352	ko04514 Cell adhesion molecules (CAMs);ko05020 Prion diseases
Spis1123 SpisGene1123	ko00510 N-Glycan biosynthesis
Spis19488 SpisGene19488	ko04114 Oocyte meiosis;ko04730 Long-term depression;ko04113 Meiosis - yeast;ko04530 Tight junction;ko04350 TGF-beta signaling pathway;ko04310 Wnt signaling pathway;ko04111 Cell cycle - yeast
Spis5741 SpisGene5741	ko03040 Spliceosome
Spis25778.Novel SpisGene25778.Novel	ko00053 Ascorbate and aldarate metabolism;ko00562 Inositol phosphate metabolism
Spis5643 SpisGene5643	ko00230 Purine metabolism
Spis4920 SpisGene4920	ko00310 Lysine degradation;ko00631 1,2-Dichloroethane degradation;ko00561 Glycerolipid metabolism;ko00053 Ascorbate and aldarate metabolism;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00641 3-Chloroacrylic acid degradation;ko00010 Glycolysis / Gluconeogenesis;ko00330 Arginine and proline metabolism;ko00410 beta-Alanine metabolism;ko00340 Histidine metabolism;ko00620 Pyruvate metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Spis6038 SpisGene6038	ko04621 NOD-like receptor signaling pathway
Spis14376 SpisGene14376	ko04144 Endocytosis
Spis17405 SpisGene17405	ko04144 Endocytosis
Spis10885 SpisGene10885	ko03040 Spliceosome
Spis18901 SpisGene18901	ko03410 Base excision repair;ko03430 Mismatch repair;ko03030 DNA replication;ko03420 Nucleotide excision repair
Spis10810.t1 SpisGene10810	ko00053 Ascorbate and aldarate metabolism
Spis11026 SpisGene11026	ko04114 Oocyte meiosis;ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle
Spis4888 SpisGene4888	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis8617 SpisGene8617	ko04270 Vascular smooth muscle contraction;ko04080 Neuroactive ligand-receptor interaction;ko04020 Calcium signaling pathway
Spis5231 SpisGene5231	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis1905 SpisGene1905	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis24606 SpisGene24606	ko00280 Valine, leucine and isoleucine degradation;ko00072 Synthesis and degradation of ketone bodies;ko01070 Biosynthesis of plant hormones;ko00900 Terpenoid backbone biosynthesis;ko01062 Biosynthesis of terpenoids and steroids;ko00650 Butanoate metabolism;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis18801 SpisGene18801	ko00450 Selenoamino acid metabolism;ko00730 Thiamine metabolism
Spis5228 SpisGene5228	ko00970 Aminoacyl-tRNA biosynthesis;ko00290 Valine, leucine and isoleucine biosynthesis
Spis17487 SpisGene17487	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis15020 SpisGene15020	ko03410 Base excision repair;ko05340 Primary immunodeficiency
Spis12344 SpisGene12344	ko04740 Olfactory transduction
Spis12141 SpisGene12141	ko00140 Steroid hormone biosynthesis
Spis7756 SpisGene7756	ko00100 Steroid biosynthesis;ko01070 Biosynthesis of plant hormones;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis21777.t1 SpisGene21777	ko03040 Spliceosome
Spis4781 SpisGene4781	ko04530 Tight junction;ko04010 MAPK signaling pathway
Spis22049 SpisGene22049	ko00230 Purine metabolism
Spis16314 SpisGene16314	ko05320 Autoimmune thyroid disease;ko04630 Jak-STAT signaling pathway;ko04060 Cytokine-cytokine receptor interaction;ko04640 Hematopoietic cell lineage;ko00350 Tyrosine metabolism
Spis4648 SpisGene4648	ko00601 Glycosphingolipid biosynthesis - lacto and neolacto series;ko00533 Keratan sulfate biosynthesis
Spis23846 SpisGene23846	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis22435 SpisGene22435	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis7074 SpisGene7074	ko00980 Metabolism of xenobiotics by cytochrome P450;ko00480 Glutathione metabolism;ko00982 Drug metabolism - cytochrome P450
Spis14687 SpisGene14687	ko04270 Vascular smooth muscle contraction
Spis14104 SpisGene14104	ko00561 Glycerolipid metabolism
Spis168 SpisGene168	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis14028 SpisGene14028	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis10348 SpisGene10348	ko04120 Ubiquitin mediated proteolysis
Spis20209 SpisGene20209	ko02010 ABC transporters
Spis350 SpisGene350	ko04020 Calcium signaling pathway
Spis432 SpisGene432	ko00280 Valine, leucine and isoleucine degradation
Spis3791 SpisGene3791	ko00061 Fatty acid biosynthesis
Spis12514 SpisGene12514	ko04146 Peroxisome;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism
Spis15516 SpisGene15516	ko04626 Plant-pathogen interaction
Spis11794 SpisGene11794	ko03040 Spliceosome
Spis8734 SpisGene8734	ko04115 p53 signaling pathway;ko04120 Ubiquitin mediated proteolysis
Spis7651.t1 SpisGene7651	ko03050 Proteasome
Spis525 SpisGene525	ko04810 Regulation of actin cytoskeleton
Spis8520 SpisGene8520	ko03440 Homologous recombination
Spis7615 SpisGene7615	ko03050 Proteasome
Spis2942 SpisGene2942	ko00561 Glycerolipid metabolism
Spis17431 SpisGene17431	ko04010 MAPK signaling pathway
Spis1089 SpisGene1089	ko00240 Pyrimidine metabolism
Spis6450 SpisGene6450	ko03040 Spliceosome
Spis15485 SpisGene15485	ko04621 NOD-like receptor signaling pathway
Spis16717 SpisGene16717	ko03320 PPAR signaling pathway;ko00120 Primary bile acid biosynthesis
Spis5273 SpisGene5273	ko04360 Axon guidance
Spis13257 SpisGene13257	ko04640 Hematopoietic cell lineage
Spis25597 SpisGene25597	ko00670 One carbon pool by folate;ko00630 Glyoxylate and dicarboxylate metabolism
Spis12081 SpisGene12081	ko03040 Spliceosome
Spis13212 SpisGene13212	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis23111 SpisGene23111	ko04144 Endocytosis
Spis17323 SpisGene17323	ko05014 Amyotrophic lateral sclerosis (ALS)
Spis679 SpisGene679	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis16433 SpisGene16433	ko00500 Starch and sucrose metabolism;ko04910 Insulin signaling pathway
Spis20101 SpisGene20101	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis6472 SpisGene6472	ko04514 Cell adhesion molecules (CAMs)
Spis20940 SpisGene20940	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis16261 SpisGene16261	ko03420 Nucleotide excision repair
Spis11921 SpisGene11921	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis20430 SpisGene20430	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis22635 SpisGene22635	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis16284 SpisGene16284	ko05012 Parkinson's disease;ko04120 Ubiquitin mediated proteolysis
Spis9056 SpisGene9056	ko00330 Arginine and proline metabolism
Spis8186 SpisGene8186	ko04260 Cardiac muscle contraction;ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
Spis4917 SpisGene4917	ko04080 Neuroactive ligand-receptor interaction;ko04730 Long-term depression;ko04720 Long-term potentiation;ko05014 Amyotrophic lateral sclerosis (ALS)
Spis17992 SpisGene17992	ko00310 Lysine degradation
Spis7699 SpisGene7699	ko00510 N-Glycan biosynthesis
Spis11751 SpisGene11751	ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04810 Regulation of actin cytoskeleton;ko05218 Melanoma;ko04520 Adherens junction;ko04010 MAPK signaling pathway
Spis10139 SpisGene10139	ko00512 O-Glycan biosynthesis
Spis17482 SpisGene17482	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis13491 SpisGene13491	ko00564 Glycerophospholipid metabolism;ko00565 Ether lipid metabolism;ko00561 Glycerolipid metabolism
Spis6477 SpisGene6477	ko00500 Starch and sucrose metabolism;ko00052 Galactose metabolism
Spis8653 SpisGene8653	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis19207 SpisGene19207	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis8204 SpisGene8204	ko00280 Valine, leucine and isoleucine degradation
Spis6871 SpisGene6871	ko00330 Arginine and proline metabolism;ko00480 Glutathione metabolism
Spis21663 SpisGene21663	ko05200 Pathways in cancer;ko04920 Adipocytokine signaling pathway;ko05222 Small cell lung cancer;ko04622 RIG-I-like receptor signaling pathway;ko04210 Apoptosis;ko04010 MAPK signaling pathway
Spis19033 SpisGene19033	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis7767 SpisGene7767	ko05200 Pathways in cancer;ko05222 Small cell lung cancer
Spis18052 SpisGene18052	ko04330 Notch signaling pathway
Spis994 SpisGene994	ko05216 Thyroid cancer;ko05200 Pathways in cancer
Spis11977 SpisGene11977	ko03018 RNA degradation
Spis9486 SpisGene9486	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04144 Endocytosis
Spis10072 SpisGene10072	ko00562 Inositol phosphate metabolism
Spis1475 SpisGene1475	ko03410 Base excision repair;ko00230 Purine metabolism;ko03030 DNA replication;ko00240 Pyrimidine metabolism;ko03420 Nucleotide excision repair
Spis2156.t1 SpisGene2156	ko03320 PPAR signaling pathway
Spis14295 SpisGene14295	ko04360 Axon guidance
Spis13226 SpisGene13226	ko04080 Neuroactive ligand-receptor interaction;ko05010 Alzheimer's disease;ko04720 Long-term potentiation;ko04020 Calcium signaling pathway;ko05014 Amyotrophic lateral sclerosis (ALS);ko05016 Huntington's disease
Spis8792 SpisGene8792	ko04340 Hedgehog signaling pathway;ko05200 Pathways in cancer;ko05217 Basal cell carcinoma;ko04350 TGF-beta signaling pathway
Spis5856 SpisGene5856	ko04912 GnRH signaling pathway
Spis25397 SpisGene25397	ko00520 Amino sugar and nucleotide sugar metabolism
Spis6522 SpisGene6522	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis5752 SpisGene5752	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis23302 SpisGene23302	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
Spis22325 SpisGene22325	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis4668 SpisGene4668	ko04810 Regulation of actin cytoskeleton
Spis4241 SpisGene4241	ko04142 Lysosome
Spis2696.t1 SpisGene2696	ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04810 Regulation of actin cytoskeleton;ko05218 Melanoma;ko04520 Adherens junction;ko04010 MAPK signaling pathway
Spis1812 SpisGene1812	ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton
Spis615 SpisGene615	ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
Spis10222 SpisGene10222	ko04115 p53 signaling pathway;ko04120 Ubiquitin mediated proteolysis
Spis11113 SpisGene11113	ko00290 Valine, leucine and isoleucine biosynthesis
Spis4099 SpisGene4099	ko04080 Neuroactive ligand-receptor interaction
Spis9968 SpisGene9968	ko04144 Endocytosis
Spis18512 SpisGene18512	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00260 Glycine, serine and threonine metabolism;ko01070 Biosynthesis of plant hormones;ko00280 Valine, leucine and isoleucine degradation;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis15504 SpisGene15504	ko03018 RNA degradation
Spis21023 SpisGene21023	ko04620 Toll-like receptor signaling pathway
Spis1107 SpisGene1107	ko00830 Retinol metabolism;ko00561 Glycerolipid metabolism
Spis22307 SpisGene22307	ko04514 Cell adhesion molecules (CAMs)
Spis17567 SpisGene17567	ko04340 Hedgehog signaling pathway
Spis306 SpisGene306	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
Spis11790 SpisGene11790	ko04270 Vascular smooth muscle contraction;ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton;ko04720 Long-term potentiation
Spis12226 SpisGene12226	ko04146 Peroxisome;ko01040 Biosynthesis of unsaturated fatty acids
Spis8968 SpisGene8968	ko03040 Spliceosome
Spis18177 SpisGene18177	ko04530 Tight junction
Spis1377.t1 SpisGene1377	ko00310 Lysine degradation;ko00900 Terpenoid backbone biosynthesis;ko00071 Fatty acid metabolism;ko02020 Two-component system;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00072 Synthesis and degradation of ketone bodies;ko00632 Benzoate degradation via CoA ligation;ko00620 Pyruvate metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Spis25467 SpisGene25467	ko03070 Bacterial secretion system
Spis10966 SpisGene10966	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
Spis6120 SpisGene6120	ko04360 Axon guidance
