AIPGENE846	ko03018 RNA degradation
AIPGENE20031	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
AIPGENE10157	ko05014 Amyotrophic lateral sclerosis (ALS);ko04010 MAPK signaling pathway
AIPGENE12569	ko04623 Cytosolic DNA-sensing pathway;ko04622 RIG-I-like receptor signaling pathway
AIPGENE9286	ko00230 Purine metabolism;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00983 Drug metabolism - other enzymes
AIPGENE26227	ko04360 Axon guidance
AIPGENE3999	ko04080 Neuroactive ligand-receptor interaction
AIPGENE2122	ko00010 Glycolysis / Gluconeogenesis;ko00720 Reductive carboxylate cycle (CO2 fixation);ko00620 Pyruvate metabolism;ko00640 Propanoate metabolism
AIPGENE10927	ko00980 Metabolism of xenobiotics by cytochrome P450;ko00380 Tryptophan metabolism;ko00140 Steroid hormone biosynthesis
AIPGENE10716	ko04360 Axon guidance
AIPGENE12879	ko04080 Neuroactive ligand-receptor interaction
AIPGENE4000	ko04080 Neuroactive ligand-receptor interaction
AIPGENE21783	ko05010 Alzheimer's disease
AIPGENE6722	ko03040 Spliceosome
AIPGENE23626	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE26615	ko04146 Peroxisome;ko02010 ABC transporters
AIPGENE28400	ko04060 Cytokine-cytokine receptor interaction;ko04350 TGF-beta signaling pathway
AIPGENE12707	ko04340 Hedgehog signaling pathway;ko05200 Pathways in cancer;ko05217 Basal cell carcinoma
AIPGENE3544	ko00520 Amino sugar and nucleotide sugar metabolism
AIPGENE19853	ko04146 Peroxisome;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism
AIPGENE9292	ko04144 Endocytosis
AIPGENE4269	ko04530 Tight junction
AIPGENE5250	ko00480 Glutathione metabolism;ko04640 Hematopoietic cell lineage;ko04614 Renin-angiotensin system
AIPGENE13822	ko04080 Neuroactive ligand-receptor interaction
AIPGENE2116	ko04650 Natural killer cell mediated cytotoxicity;ko04020 Calcium signaling pathway;ko04370 VEGF signaling pathway;ko05014 Amyotrophic lateral sclerosis (ALS);ko04662 B cell receptor signaling pathway;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04360 Axon guidance;ko04720 Long-term potentiation;ko04660 T cell receptor signaling pathway;ko04310 Wnt signaling pathway;ko04210 Apoptosis;ko04010 MAPK signaling pathway
AIPGENE24928	ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
AIPGENE3602	ko03022 Basal transcription factors;ko03420 Nucleotide excision repair
AIPGENE12922	ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
AIPGENE10285	ko00601 Glycosphingolipid biosynthesis - lacto and neolacto series
AIPGENE17478	ko00250 Alanine, aspartate and glutamate metabolism;ko00910 Nitrogen metabolism
AIPGENE25066	ko00830 Retinol metabolism
AIPGENE1999	ko04070 Phosphatidylinositol signaling system;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04916 Melanogenesis;ko04020 Calcium signaling pathway;ko04626 Plant-pathogen interaction;ko04270 Vascular smooth muscle contraction;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04720 Long-term potentiation;ko04740 Olfactory transduction;ko05214 Glioma;ko04910 Insulin signaling pathway
AIPGENE5337	ko00601 Glycosphingolipid biosynthesis - lacto and neolacto series
AIPGENE9364	ko00531 Glycosaminoglycan degradation;ko00500 Starch and sucrose metabolism;ko00983 Drug metabolism - other enzymes;ko00040 Pentose and glucuronate interconversions;ko00860 Porphyrin and chlorophyll metabolism;ko04142 Lysosome;ko00944 Flavone and flavonol biosynthesis
AIPGENE23013	ko00785 Lipoic acid metabolism
AIPGENE9767	ko00450 Selenoamino acid metabolism;ko00230 Purine metabolism;ko00920 Sulfur metabolism
AIPGENE6853	ko00564 Glycerophospholipid metabolism;ko00565 Ether lipid metabolism;ko00561 Glycerolipid metabolism
AIPGENE5982	ko04210 Apoptosis
AIPGENE27309	ko00830 Retinol metabolism
AIPGENE12944	ko04144 Endocytosis;ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04114 Oocyte meiosis;ko04510 Focal adhesion;ko04730 Long-term depression;ko04914 Progesterone-mediated oocyte maturation;ko05210 Colorectal cancer;ko05218 Melanoma;ko05214 Glioma;ko04520 Adherens junction
AIPGENE9743	ko03010 Ribosome
AIPGENE20823	ko04146 Peroxisome
AIPGENE23869	ko04080 Neuroactive ligand-receptor interaction
AIPGENE789	ko04142 Lysosome
AIPGENE4818	ko03010 Ribosome
AIPGENE5490	ko00130 Ubiquinone and other terpenoid-quinone biosynthesis
AIPGENE15930	ko04722 Neurotrophin signaling pathway;ko04910 Insulin signaling pathway
AIPGENE26243	ko04120 Ubiquitin mediated proteolysis
AIPGENE8052	ko04360 Axon guidance
AIPGENE18600	ko00680 Methane metabolism;ko00630 Glyoxylate and dicarboxylate metabolism
AIPGENE5808	ko04146 Peroxisome
AIPGENE22310	ko03018 RNA degradation
AIPGENE266	ko04512 ECM-receptor interaction;ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM);ko05416 Viral myocarditis;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC)
AIPGENE5016	ko04115 p53 signaling pathway
AIPGENE19444	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE9838	ko04146 Peroxisome;ko04920 Adipocytokine signaling pathway;ko03320 PPAR signaling pathway;ko00071 Fatty acid metabolism
AIPGENE23585	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE3258	ko02010 ABC transporters
AIPGENE6781	ko00770 Pantothenate and CoA biosynthesis
AIPGENE20679	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE27973	ko00500 Starch and sucrose metabolism;ko00052 Galactose metabolism
AIPGENE9488	ko00860 Porphyrin and chlorophyll metabolism
AIPGENE12796	ko04626 Plant-pathogen interaction
AIPGENE27498	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE25906	ko04610 Complement and coagulation cascades;ko04640 Hematopoietic cell lineage
AIPGENE24347	ko04360 Axon guidance
AIPGENE14366	ko04144 Endocytosis
AIPGENE21466	ko03040 Spliceosome
AIPGENE24436	ko03018 RNA degradation
AIPGENE6558	ko00510 N-Glycan biosynthesis
AIPGENE18458	ko05200 Pathways in cancer;ko04920 Adipocytokine signaling pathway;ko05222 Small cell lung cancer;ko04622 RIG-I-like receptor signaling pathway;ko04210 Apoptosis;ko04010 MAPK signaling pathway
AIPGENE10439	ko04270 Vascular smooth muscle contraction;ko04360 Axon guidance
AIPGENE5546	ko04670 Leukocyte transendothelial migration
AIPGENE24039	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
AIPGENE13326	ko03018 RNA degradation
AIPGENE25901	ko04080 Neuroactive ligand-receptor interaction
AIPGENE338	ko04530 Tight junction
AIPGENE7219	ko04080 Neuroactive ligand-receptor interaction
AIPGENE13601	ko04020 Calcium signaling pathway
AIPGENE20380	ko05016 Huntington's disease
AIPGENE1385	ko00140 Steroid hormone biosynthesis
AIPGENE25109	ko04620 Toll-like receptor signaling pathway
AIPGENE27587	ko04144 Endocytosis
AIPGENE14208	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE814	ko04146 Peroxisome;ko01070 Biosynthesis of plant hormones;ko00900 Terpenoid backbone biosynthesis;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
AIPGENE4300	ko04514 Cell adhesion molecules (CAMs)
AIPGENE26223	ko03018 RNA degradation
AIPGENE15832	ko05200 Pathways in cancer;ko05217 Basal cell carcinoma;ko04916 Melanogenesis;ko05210 Colorectal cancer;ko04310 Wnt signaling pathway
AIPGENE1135	ko04146 Peroxisome
AIPGENE28634	ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
AIPGENE20357	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
AIPGENE10651	ko04514 Cell adhesion molecules (CAMs)
AIPGENE4276	ko00240 Pyrimidine metabolism
AIPGENE281	ko04512 ECM-receptor interaction;ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM);ko05416 Viral myocarditis;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC)
AIPGENE11855	ko03050 Proteasome
AIPGENE2482	ko00601 Glycosphingolipid biosynthesis - lacto and neolacto series
AIPGENE1327	ko00230 Purine metabolism
AIPGENE16745	ko04510 Focal adhesion
AIPGENE1038	ko04080 Neuroactive ligand-receptor interaction
AIPGENE9877	ko04110 Cell cycle
AIPGENE27977	ko00980 Metabolism of xenobiotics by cytochrome P450;ko00480 Glutathione metabolism;ko00982 Drug metabolism - cytochrome P450
AIPGENE17525	ko04666 Fc gamma R-mediated phagocytosis
AIPGENE11195	ko04330 Notch signaling pathway
AIPGENE12014	ko04010 MAPK signaling pathway
AIPGENE19067	ko03050 Proteasome
AIPGENE11509	ko04146 Peroxisome;ko00120 Primary bile acid biosynthesis
AIPGENE8138	ko03018 RNA degradation
AIPGENE17881	ko04610 Complement and coagulation cascades
AIPGENE2798	ko04360 Axon guidance
AIPGENE8070	ko00510 N-Glycan biosynthesis
AIPGENE13636	ko03060 Protein export
AIPGENE10253	ko00770 Pantothenate and CoA biosynthesis
AIPGENE138	ko04510 Focal adhesion
AIPGENE18038	ko00600 Sphingolipid metabolism
AIPGENE15050	ko00830 Retinol metabolism
AIPGENE5451	ko00280 Valine, leucine and isoleucine degradation
AIPGENE4609	ko04115 p53 signaling pathway;ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle
AIPGENE8293	ko03040 Spliceosome
AIPGENE12598	ko04740 Olfactory transduction
AIPGENE25799	ko00740 Riboflavin metabolism
AIPGENE1734	ko01040 Biosynthesis of unsaturated fatty acids
AIPGENE4421	ko03018 RNA degradation
AIPGENE15937	ko00590 Arachidonic acid metabolism
AIPGENE25497	ko04621 NOD-like receptor signaling pathway;ko05200 Pathways in cancer;ko04115 p53 signaling pathway;ko05010 Alzheimer's disease;ko04620 Toll-like receptor signaling pathway;ko05416 Viral myocarditis;ko05016 Huntington's disease;ko04622 RIG-I-like receptor signaling pathway;ko04210 Apoptosis
AIPGENE2667	ko04662 B cell receptor signaling pathway;ko05340 Primary immunodeficiency
AIPGENE13080	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE597	ko05200 Pathways in cancer;ko04920 Adipocytokine signaling pathway;ko05222 Small cell lung cancer;ko04622 RIG-I-like receptor signaling pathway;ko04210 Apoptosis;ko04010 MAPK signaling pathway
AIPGENE2287	ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton;ko05322 Systemic lupus erythematosus;ko04670 Leukocyte transendothelial migration;ko04530 Tight junction;ko04520 Adherens junction;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC)
AIPGENE25455	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE20289	ko00604 Glycosphingolipid biosynthesis - ganglio series;ko00531 Glycosaminoglycan degradation;ko00511 Other glycan degradation;ko04142 Lysosome;ko00603 Glycosphingolipid biosynthesis - globo series;ko00520 Amino sugar and nucleotide sugar metabolism
AIPGENE10841	ko04610 Complement and coagulation cascades
AIPGENE10160	ko04610 Complement and coagulation cascades
AIPGENE7855	ko00670 One carbon pool by folate;ko00240 Pyrimidine metabolism
AIPGENE22383	ko00230 Purine metabolism
AIPGENE5578	ko04514 Cell adhesion molecules (CAMs);ko05020 Prion diseases
AIPGENE19216	ko00600 Sphingolipid metabolism;ko04142 Lysosome
AIPGENE25470	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
AIPGENE9518	ko04360 Axon guidance;ko04810 Regulation of actin cytoskeleton;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE3528	ko00983 Drug metabolism - other enzymes
AIPGENE16663	ko04310 Wnt signaling pathway
AIPGENE15711	ko00564 Glycerophospholipid metabolism;ko00565 Ether lipid metabolism;ko00561 Glycerolipid metabolism;ko00600 Sphingolipid metabolism;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE5913	ko04146 Peroxisome;ko01040 Biosynthesis of unsaturated fatty acids
AIPGENE7603	ko00770 Pantothenate and CoA biosynthesis
AIPGENE16808	ko00030 Pentose phosphate pathway;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00480 Glutathione metabolism;ko01070 Biosynthesis of plant hormones
AIPGENE16015	ko04630 Jak-STAT signaling pathway
AIPGENE16373	ko04144 Endocytosis
AIPGENE9357	ko00230 Purine metabolism;ko03430 Mismatch repair;ko03030 DNA replication;ko03440 Homologous recombination;ko00240 Pyrimidine metabolism
AIPGENE1714	ko00480 Glutathione metabolism
AIPGENE1458	ko00310 Lysine degradation;ko00930 Caprolactam degradation;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00062 Fatty acid elongation in mitochondria;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00632 Benzoate degradation via CoA ligation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism;ko01040 Biosynthesis of unsaturated fatty acids;ko00650 Butanoate metabolism
AIPGENE28200	ko00520 Amino sugar and nucleotide sugar metabolism
AIPGENE24141	ko04020 Calcium signaling pathway
AIPGENE21625	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM)
AIPGENE26978	ko00564 Glycerophospholipid metabolism
AIPGENE3419	ko00520 Amino sugar and nucleotide sugar metabolism
AIPGENE19802	ko04146 Peroxisome;ko00230 Purine metabolism;ko00983 Drug metabolism - other enzymes;ko00232 Caffeine metabolism
AIPGENE4497	ko05200 Pathways in cancer;ko05220 Chronic myeloid leukemia;ko05221 Acute myeloid leukemia
AIPGENE29182	ko03040 Spliceosome
AIPGENE6351	ko00980 Metabolism of xenobiotics by cytochrome P450;ko00480 Glutathione metabolism;ko00982 Drug metabolism - cytochrome P450
AIPGENE14549	ko04610 Complement and coagulation cascades
AIPGENE23544	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE26701	ko00830 Retinol metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00983 Drug metabolism - other enzymes;ko00982 Drug metabolism - cytochrome P450;ko00591 Linoleic acid metabolism;ko00361 gamma-Hexachlorocyclohexane degradation;ko00140 Steroid hormone biosynthesis
AIPGENE13042	ko04120 Ubiquitin mediated proteolysis
AIPGENE26520	ko03410 Base excision repair
AIPGENE2736	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM)
AIPGENE16758	ko04670 Leukocyte transendothelial migration
AIPGENE16513	ko04710 Circadian rhythm - mammal
AIPGENE27291	ko00330 Arginine and proline metabolism
AIPGENE9554	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
AIPGENE18371	ko04512 ECM-receptor interaction
AIPGENE26603	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE9240	ko04722 Neurotrophin signaling pathway;ko04810 Regulation of actin cytoskeleton;ko04650 Natural killer cell mediated cytotoxicity;ko04930 Type II diabetes mellitus;ko04666 Fc gamma R-mediated phagocytosis;ko05212 Pancreatic cancer;ko05200 Pathways in cancer;ko04620 Toll-like receptor signaling pathway;ko04914 Progesterone-mediated oocyte maturation;ko05210 Colorectal cancer;ko05220 Chronic myeloid leukemia;ko05214 Glioma;ko05223 Non-small cell lung cancer;ko04670 Leukocyte transendothelial migration;ko04062 Chemokine signaling pathway;ko04510 Focal adhesion;ko05222 Small cell lung cancer;ko04210 Apoptosis;ko04630 Jak-STAT signaling pathway;ko04370 VEGF signaling pathway;ko04960 Aldosterone-regulated sodium reabsorption;ko05215 Prostate cancer;ko05211 Renal cell carcinoma;ko05218 Melanoma;ko04660 T cell receptor signaling pathway;ko04664 Fc epsilon RI signaling pathway;ko04070 Phosphatidylinositol signaling system;ko05213 Endometrial cancer;ko04662 B cell receptor signaling pathway;ko05221 Acute myeloid leukemia;ko04012 ErbB signaling pathway;ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway
AIPGENE11262	ko03018 RNA degradation
AIPGENE25552	ko04610 Complement and coagulation cascades
AIPGENE19682	ko04330 Notch signaling pathway
AIPGENE8947	ko04340 Hedgehog signaling pathway
AIPGENE20229	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE25866	ko00230 Purine metabolism;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00240 Pyrimidine metabolism;ko00760 Nicotinate and nicotinamide metabolism
AIPGENE4153	ko04270 Vascular smooth muscle contraction;ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton;ko04720 Long-term potentiation
AIPGENE14695	ko04621 NOD-like receptor signaling pathway;ko04722 Neurotrophin signaling pathway;ko04622 RIG-I-like receptor signaling pathway;ko04144 Endocytosis;ko05200 Pathways in cancer;ko04620 Toll-like receptor signaling pathway;ko05222 Small cell lung cancer;ko04120 Ubiquitin mediated proteolysis;ko04010 MAPK signaling pathway
AIPGENE4382	ko04360 Axon guidance
AIPGENE21038	ko03010 Ribosome
AIPGENE12549	ko05010 Alzheimer's disease
AIPGENE21895	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE1127	ko00830 Retinol metabolism
AIPGENE12027	ko04070 Phosphatidylinositol signaling system;ko00562 Inositol phosphate metabolism
AIPGENE5556	ko00270 Cysteine and methionine metabolism;ko00920 Sulfur metabolism
AIPGENE5190	ko03040 Spliceosome
AIPGENE14302	ko05010 Alzheimer's disease
AIPGENE13106	ko04810 Regulation of actin cytoskeleton;ko05130 Pathogenic Escherichia coli infection;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE27554	ko04810 Regulation of actin cytoskeleton;ko05130 Pathogenic Escherichia coli infection;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE5950	ko03420 Nucleotide excision repair
AIPGENE15030	ko04146 Peroxisome
AIPGENE1163	ko00512 O-Glycan biosynthesis
AIPGENE18495	ko03018 RNA degradation
AIPGENE27317	ko03040 Spliceosome
AIPGENE11908	ko00280 Valine, leucine and isoleucine degradation
AIPGENE7493	ko04120 Ubiquitin mediated proteolysis
AIPGENE23182	ko03040 Spliceosome
AIPGENE28253	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE1287	ko05016 Huntington's disease;ko04142 Lysosome;ko04144 Endocytosis
AIPGENE7278	ko04146 Peroxisome
AIPGENE26845	ko00564 Glycerophospholipid metabolism
AIPGENE24403	ko04080 Neuroactive ligand-receptor interaction
AIPGENE8191	ko04514 Cell adhesion molecules (CAMs)
AIPGENE1522	ko03040 Spliceosome
AIPGENE19660	ko00532 Chondroitin sulfate biosynthesis
AIPGENE7300	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
AIPGENE14419	ko00860 Porphyrin and chlorophyll metabolism
AIPGENE18124	ko04111 Cell cycle - yeast
AIPGENE18205	ko00051 Fructose and mannose metabolism;ko00030 Pentose phosphate pathway;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
AIPGENE19577	ko04530 Tight junction
AIPGENE11427	ko03040 Spliceosome
AIPGENE28600	ko04144 Endocytosis
AIPGENE25020	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE16272	ko04142 Lysosome
AIPGENE10961	ko00260 Glycine, serine and threonine metabolism
AIPGENE25230	ko03018 RNA degradation
AIPGENE10977	ko00270 Cysteine and methionine metabolism;ko00260 Glycine, serine and threonine metabolism
AIPGENE25280	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE20996	ko03010 Ribosome
AIPGENE1695	ko04530 Tight junction;ko04144 Endocytosis
AIPGENE1605	ko00564 Glycerophospholipid metabolism;ko00903 Limonene and pinene degradation;ko00642 Ethylbenzene degradation;ko00632 Benzoate degradation via CoA ligation;ko00624 1- and 2-Methylnaphthalene degradation;ko00350 Tyrosine metabolism;ko00360 Phenylalanine metabolism
AIPGENE19536	ko00310 Lysine degradation;ko00930 Caprolactam degradation;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00062 Fatty acid elongation in mitochondria;ko00632 Benzoate degradation via CoA ligation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
AIPGENE16469	ko04530 Tight junction;ko04010 MAPK signaling pathway
AIPGENE7632	ko04630 Jak-STAT signaling pathway;ko05216 Thyroid cancer;ko05213 Endometrial cancer;ko04110 Cell cycle;ko05219 Bladder cancer;ko05221 Acute myeloid leukemia;ko05200 Pathways in cancer;ko04012 ErbB signaling pathway;ko05222 Small cell lung cancer;ko05220 Chronic myeloid leukemia;ko05210 Colorectal cancer;ko04350 TGF-beta signaling pathway;ko04310 Wnt signaling pathway;ko04010 MAPK signaling pathway
AIPGENE28368	ko00330 Arginine and proline metabolism;ko00480 Glutathione metabolism;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid
AIPGENE17022	ko00270 Cysteine and methionine metabolism;ko00430 Taurine and hypotaurine metabolism
AIPGENE64	ko04610 Complement and coagulation cascades
AIPGENE10426	ko04270 Vascular smooth muscle contraction;ko04360 Axon guidance
AIPGENE21694	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism
AIPGENE3218	ko00643 Styrene degradation;ko00350 Tyrosine metabolism
AIPGENE3689	ko05216 Thyroid cancer;ko05200 Pathways in cancer;ko04920 Adipocytokine signaling pathway;ko05222 Small cell lung cancer;ko03320 PPAR signaling pathway;ko05223 Non-small cell lung cancer
AIPGENE869	ko00590 Arachidonic acid metabolism;ko00480 Glutathione metabolism
AIPGENE14974	ko04514 Cell adhesion molecules (CAMs)
AIPGENE7701	ko00563 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
AIPGENE15256	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE187	ko05012 Parkinson's disease;ko04120 Ubiquitin mediated proteolysis
AIPGENE3852	ko03060 Protein export
AIPGENE1616	ko03040 Spliceosome;ko05322 Systemic lupus erythematosus
AIPGENE15055	ko00740 Riboflavin metabolism
AIPGENE22317	ko03018 RNA degradation
AIPGENE17172	ko00604 Glycosphingolipid biosynthesis - ganglio series;ko00531 Glycosaminoglycan degradation;ko00511 Other glycan degradation;ko00052 Galactose metabolism;ko00600 Sphingolipid metabolism;ko04142 Lysosome
AIPGENE4773	ko04020 Calcium signaling pathway
AIPGENE63	ko04610 Complement and coagulation cascades
AIPGENE69	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
AIPGENE7247	ko04070 Phosphatidylinositol signaling system;ko00562 Inositol phosphate metabolism
AIPGENE27250	ko00903 Limonene and pinene degradation;ko00626 Naphthalene and anthracene degradation;ko00945 Stilbenoid, diarylheptanoid and gingerol biosynthesis;ko00361 gamma-Hexachlorocyclohexane degradation
AIPGENE3904	ko04142 Lysosome
AIPGENE24207	ko00550 Peptidoglycan biosynthesis
AIPGENE4410	ko04080 Neuroactive ligand-receptor interaction
AIPGENE27128	ko05216 Thyroid cancer;ko04722 Neurotrophin signaling pathway;ko04810 Regulation of actin cytoskeleton;ko04650 Natural killer cell mediated cytotoxicity;ko05219 Bladder cancer;ko05212 Pancreatic cancer;ko04270 Vascular smooth muscle contraction;ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04730 Long-term depression;ko04914 Progesterone-mediated oocyte maturation;ko04720 Long-term potentiation;ko05210 Colorectal cancer;ko05211 Renal cell carcinoma;ko05220 Chronic myeloid leukemia;ko05214 Glioma;ko05218 Melanoma;ko05223 Non-small cell lung cancer;ko05213 Endometrial cancer;ko04062 Chemokine signaling pathway;ko05221 Acute myeloid leukemia;ko04012 ErbB signaling pathway;ko04510 Focal adhesion;ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway;ko04010 MAPK signaling pathway
AIPGENE20241	ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04620 Toll-like receptor signaling pathway;ko04622 RIG-I-like receptor signaling pathway
AIPGENE13678	ko04080 Neuroactive ligand-receptor interaction
AIPGENE26832	ko00980 Metabolism of xenobiotics by cytochrome P450;ko00480 Glutathione metabolism;ko00982 Drug metabolism - cytochrome P450
AIPGENE5351	ko04142 Lysosome
AIPGENE23250	ko04510 Focal adhesion;ko04060 Cytokine-cytokine receptor interaction;ko04370 VEGF signaling pathway;ko04144 Endocytosis
AIPGENE25212	ko00563 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
AIPGENE14671	ko04514 Cell adhesion molecules (CAMs)
AIPGENE16173	ko04020 Calcium signaling pathway
AIPGENE1296	ko00062 Fatty acid elongation in mitochondria;ko00280 Valine, leucine and isoleucine degradation;ko00362 Benzoate degradation via hydroxylation;ko00071 Fatty acid metabolism
AIPGENE27738	ko04080 Neuroactive ligand-receptor interaction;ko04020 Calcium signaling pathway
AIPGENE23293	ko00520 Amino sugar and nucleotide sugar metabolism
AIPGENE12155	ko00564 Glycerophospholipid metabolism;ko00565 Ether lipid metabolism;ko00561 Glycerolipid metabolism
AIPGENE10986	ko00260 Glycine, serine and threonine metabolism
AIPGENE5123	ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko05200 Pathways in cancer;ko04510 Focal adhesion;ko04360 Axon guidance;ko04060 Cytokine-cytokine receptor interaction;ko05210 Colorectal cancer;ko05211 Renal cell carcinoma;ko05218 Melanoma;ko04144 Endocytosis;ko04520 Adherens junction
AIPGENE4729	ko02010 ABC transporters
AIPGENE9828	ko00310 Lysine degradation;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
AIPGENE25339	ko00520 Amino sugar and nucleotide sugar metabolism
AIPGENE12078	ko04920 Adipocytokine signaling pathway;ko04930 Type II diabetes mellitus;ko05221 Acute myeloid leukemia;ko05215 Prostate cancer;ko04012 ErbB signaling pathway;ko05200 Pathways in cancer;ko04150 mTOR signaling pathway;ko05214 Glioma;ko04910 Insulin signaling pathway
AIPGENE1951	ko05016 Huntington's disease
